,CN_PPI,CN_IP,CN_EX_YoY,US_PPI,US_IP,EA_PPI,EA_IP,EA_EX_YoY,JP_PPI,JP_IP,JP_EX_YoY,KR_PPI,KR_IP,KR_EX_YoY
2017-08-24,,,-0.6696595027517183,,,,,0.6567724326168367,,,-1.2642225031605503,,,0.19545131485430023
2017-08-25,,,-0.38219424460431695,,,,,1.0725229826353377,,,-0.7270083605961597,,,-1.4894308371901088
2017-08-28,,,-0.5657538368943782,,,,,1.8892009190707215,,,-0.13714912681722646,,,-2.3253172078716355
2017-08-29,,,-1.001321083288298,,,,,1.811870290407236,,,-0.036677058499912096,,,-1.670506407841832
2017-08-30,,,-1.1650048729290097,,,,,1.196334634311902,,,0.6576543660942624,,,-1.333954731714182
2017-08-31,,,-1.4316702819956562,,,,,1.3462849352420037,,,-0.3260278934975491,,,-1.1545879679780269
2017-09-01,6.9,106.6,-2.014947683109125,2.622061482820981,1.0630336308315114,2.82828282828283,,1.4953430744253593,2.73374596476117,1.5841156707439685,-0.6407942238267128,5.225431124039059,3.90943475520065,-1.6374423203691646
2017-09-04,,,-1.7653229432039508,,,,,1.2099522835719245,,,0.1911175828176237,,,-1.6789225376242167
2017-09-05,,,-2.0314842578710524,,,,,1.3874702076949186,,,-0.3476033662641709,,,-0.8615319828395362
2017-09-06,,,-2.1146630646855846,,,,,1.0919248349415822,,,-0.12857011663146567,,,-0.4089206254287103
2017-09-07,,,-2.657657657657664,,,,,2.261520149634433,,,-1.0420475319926847,,,-0.5566403661456554
2017-09-08,,,-2.6979525004131144,,,,,2.0250804948313883,,,-1.3010811801356104,,,0.39784155450606207
2017-09-11,,,-2.021021021021019,,,,,1.3812388780611862,,,-0.283519297603807,,,0.17290299698529132
2017-09-12,,,-1.7016474836379913,,,,,0.7916456122620819,,,0.7048700109850037,,,0.430584900109654
2017-09-13,,,-1.0350463047031022,,,,,-0.6264094211977045,,,1.2451931880608003,,,1.0395884589577076
2017-09-14,,,-0.6444764576541084,,,,,-1.1559251559251416,,,1.5043111355714567,,,0.8988864142538855
2017-09-15,,,-0.6341211808610692,,,,,0.2682988178083212,,,0.5807622504537147,,,0.7691279354752556
2017-09-18,,,-0.2473895094706191,,,,,0.36993442071633353,,,1.2902053425404292,,,0.4196514487330383
2017-09-19,,,0.37832560410056004,,,,,0.8587304259976447,,,1.2716868017076832,,,0.8676460075773829
2017-09-20,,,0.2257749572858181,,,,,1.0102710894089872,,,1.2807702788627529,,,0.5727714632925984
2017-09-21,,,0.7896549085622429,,,,,0.2938460246830754,,,3.0842665687534465,,,0.07610552119006186
2017-09-22,,,1.0395424786495244,,,,,0.21770074520641725,,,2.9977011494253025,,,-0.18543210094569273
2017-09-25,,,2.0962517353077414,,,,,-1.463252411040905,,,3.122113430629958,,,0.8085367262258947
2017-09-26,,,2.4670773316042283,,,,,-2.234033718129713,,,4.121797252135173,,,0.2832986196914744
2017-09-27,,,1.7562141784411622,,,,,-1.8137746573052338,,,3.4210767678620524,,,1.0506749280814187
2017-09-28,,,1.9239599595922474,,,,,-1.6042780748663166,,,2.4088719207344678,,,1.643942621786687
2017-09-29,,,1.7324159021406604,,,,,-0.7144057824844507,,,1.8629046843913866,,,1.1687932209993201
2017-10-01,6.9,106.2,,2.705139765554554,2.2919955326540453,2.51256281407035,2.05112022720102,,3.21676824018394,2.077158967256909,,5.253922378199838,5.10404397330109,
2017-10-02,,,1.5460927960927906,,,,,-1.1862695608278684,,,1.7531176576902174,,,1.199904643339611
2017-10-03,,,1.5770992366412218,,,,,-1.67238063383226,,,1.7683146878383127,,,0.8685039091520075
2017-10-04,,,1.2293647774819227,,,,,-1.4910370246272397,,,1.2199497667743087,,,1.186261722874371
2017-10-05,,,1.113981762917926,,,,,-2.28714524207011,,,1.1211767871557976,,,0.9035904432022512
2017-10-06,,,1.267884322678836,,,,,-2.2170361726954413,,,1.0582959641255663,,,1.5930272849235427
2017-10-09,,,1.0203306964667869,,,,,-1.7913946090741706,,,0.33837934105076517,,,1.1133021479038385
2017-10-10,,,-0.2837675837266129,,,,,-1.3785612833152494,,,0.12498884028211421,,,0.14950592273461627
2017-10-11,,,-0.48195319463959496,,,,,-0.04218697266283877,,,0.6359727696166217,,,-0.3128883561462681
2017-10-12,,,-0.7774479817992841,,,,,0.5776418620455193,,,0.1961483594864477,,,-0.5790775242235591
2017-10-13,,,-0.9262048192770989,,,,,0.7661530603558342,,,-0.7272082298687588,,,-1.454949983356979
2017-10-16,,,-1.0602033307804293,,,,,0.2887228260869623,,,-0.8343688975679053,,,-1.5160512802598891
2017-10-17,,,-0.4704432386935742,,,,,-0.4994497587403668,,,-0.28409090909091717,,,-1.112404491628527
2017-10-18,,,-0.42535283242901567,,,,,0.25542784163472554,,,0.301953818827716,,,-1.3296340888865665
2017-10-19,,,-0.6117265116558745,,,,,0.7058423335317698,,,-0.23049645390069706,,,-1.0030688294607626
2017-10-20,,,-0.5230487126688943,,,,,0.08503401360544505,,,0.5848989719957398,,,-0.8549331836834928
2017-10-23,,,-0.2299610719492584,,,,,0.4783871518879046,,,0.8160368990597799,,,-0.8164842014696694
2017-10-24,,,-0.29759668134610173,,,,,0.2898056597340659,,,1.1004614838480586,,,-1.3205534080772519
